Name ,Sex,Age,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,70-74,3049,3160,3257,3325,3369,3369,3359,3394,3500,3672,3881,4110,4320,4492,4722
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,75-79,1454,1442,1463,1523,1621,1736,1828,1873,1859,1784,1723,1685,1690,1750,1730
NW - Dr Kenneth Kaunda District Municipality  (DC40),Male,80+,861,854,849,846,846,816,787,759,731,704,751,800,851,905,945
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,0-4,32558,33401,34044,34562,35070,35578,35961,36283,36628,37011,37018,36968,36685,36318,36257
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,5-9,28769,29132,29824,30664,31358,32073,32775,33455,34139,34866,35614,36217,36740,37192,37835
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,10-14,30297,30083,29758,29488,29371,29611,30042,30639,31252,31777,32464,33161,33878,34641,35362
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,15-19,29597,30383,31122,31761,31669,31635,31437,31073,30749,30613,30872,31370,31965,32510,32876
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,20-24,28798,28941,29251,29661,30630,31128,31694,32437,33338,33651,33354,32952,32650,32660,32527
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,25-29,27068,27244,27419,27593,27851,28318,28763,29085,29252,29971,30894,31798,32612,33303,34178
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,30-34,26004,25893,25714,25566,25536,25661,25913,26270,26678,27077,27545,28015,28484,28881,29343
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,35-39,23122,23463,23751,23930,24046,24036,23993,23974,24017,24137,24313,24628,25119,25684,26032
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,40-44,19819,19946,20089,20272,20533,20875,21266,21626,21876,22018,22136,22197,22275,22397,22502
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,45-49,16838,17096,17286,17439,17615,17783,17965,18190,18459,18754,19131,19551,19980,20325,20720
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,50-54,13077,13441,13843,14221,14566,14884,15174,15433,15668,15890,16105,16332,16618,16963,17234
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,55-59,11008,11042,11048,11117,11293,11542,11874,12249,12611,12934,13254,13544,13816,14082,14396
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,60-64,8151,8535,8917,9227,9436,9543,9574,9588,9656,9809,10060,10371,10715,11050,11353
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,65-69,5814,5988,6166,6377,6627,6882,7179,7469,7698,7852,7968,8024,8080,8189,8291
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,70-74,3795,3993,4195,4381,4545,4627,4695,4792,4941,5136,5401,5692,5947,6133,6405
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,75-79,2612,2536,2513,2559,2679,2835,2974,3072,3120,3117,3093,3103,3183,3351,3400
NW - Dr Kenneth Kaunda District Municipality  (DC40),Female,80+,2213,2312,2414,2520,2627,2600,2578,2560,2548,2539,2544,2555,2571,2593,2603
GT - Sedibeng District Municipality (DC42),Male,0-4,39940,40101,40370,40768,41276,41435,41431,41341,41246,41169,41113,41254,41360,41503,41555
GT - Sedibeng District Municipality (DC42),Male,5-9,38931,38969,39002,39020,38961,39010,39129,39313,39579,39921,40280,40459,40584,40697,40925
GT - Sedibeng District Municipality (DC42),Male,10-14,38847,38914,38959,38957,38835,38808,38722,38621,38520,38381,38539,38705,38961,39293,39450
GT - Sedibeng District Municipality (DC42),Male,15-19,36421,37712,38992,40196,39877,40167,40365,40291,39946,39476,39718,39959,39967,39713,39668
GT - Sedibeng District Municipality (DC42),Male,20-24,40186,39189,38369,37792,39043,39656,40528,41852,43631,44044,43720,43477,43513,43807,43844
GT - Sedibeng District Municipality (DC42),Male,25-29,40222,40582,40790,40800,40671,40342,39841,39177,38459,39598,40798,42133,43598,45193,46676
GT - Sedibeng District Municipality (DC42),Male,30-34,35828,36349,36854,37322,37779,38254,38716,39109,39355,39408,39292,38973,38557,38123,37882
GT - Sedibeng District Municipality (DC42),Male,35-39,31505,31766,31980,32185,32508,33035,33675,34362,34998,35547,36121,36657,37133,37458,37970
GT - Sedibeng District Municipality (DC42),Male,40-44,28408,28426,28404,28401,28501,28735,29057,29441,29862,30330,30882,31493,32156,32797,33418
GT - Sedibeng District Municipality (DC42),Male,45-49,24718,25119,25423,25623,25785,25923,26035,26158,26313,26508,26768,27069,27421,27814,28125
GT - Sedibeng District Municipality (DC42),Male,50-54,19909,20453,20959,21422,21879,22326,22765,23175,23522,23785,23940,24031,24120,24244,24391
GT - Sedibeng District Municipality (DC42),Male,55-59,15151,15690,16214,16739,17276,17819,18351,18869,19363,19830,20250,20641,20993,21283,21689
GT - Sedibeng District Municipality (DC42),Male,60-64,10231,10808,11405,11983,12532,13071,13587,14099,14611,15121,15578,16019,16453,16872,17364
GT - Sedibeng District Municipality (DC42),Male,65-69,6527,6796,7086,7429,7832,8306,8816,9334,9836,10318,10764,11181,11576,11958,12435
GT - Sedibeng District Municipality (DC42),Male,70-74,3603,3864,4126,4371,4601,4817,5041,5308,5633,6008,6384,6774,7162,7535,7987
GT - Sedibeng District Municipality (DC42),Male,75-79,1718,1742,1810,1935,2125,2353,2567,2762,2937,3093,3251,3425,3629,3868,4087
GT - Sedibeng District Municipality (DC42),Male,80+,1135,1178,1225,1275,1328,1408,1490,1573,1658,1744,1858,1974,2095,2222,2356
GT - Sedibeng District Municipality (DC42),Female,0-4,39076,39456,39891,40401,40988,41233,41276,41183,41055,40945,40716,40763,40846,41045,41043
GT - Sedibeng District Municipality (DC42),Female,5-9,37751,37685,37800,38002,38148,38364,38664,39059,39549,40101,40525,40694,40723,40723,40963
GT - Sedibeng District Municipality (DC42),Female,10-14,38778,38687,38430,38118,37771,37725,37685,37703,37724,37732,38110,38504,38918,39325,39654
GT - Sedibeng District Municipality (DC42),Female,15-19,37697,38560,39432,40177,39985,40140,40125,39819,39358,38888,38962,39095,39151,39061,39002
GT - Sedibeng District Municipality (DC42),Female,20-24,40638,40065,39633,39435,40160,40411,40930,41815,42988,43438,43140,42788,42532,42524,42433
GT - Sedibeng District Municipality (DC42),Female,25-29,39129,39541,39874,40073,40204,40210,40062,39775,39458,40100,40819,41684,42641,43607,44487
GT - Sedibeng District Municipality (DC42),Female,30-34,35098,35346,35576,35804,36102,36513,37022,37556,38006,38308,38490,38476,38362,38216,38259
GT - Sedibeng District Municipality (DC42),Female,35-39,31504,31632,31678,31678,31762,31939,32223,32603,33020,33437,33905,34450,35076,35610,36152
GT - Sedibeng District Municipality (DC42),Female,40-44,28573,28554,28499,28450,28461,28550,28687,28833,28973,29136,29364,29654,30049,30476,30785
GT - Sedibeng District Municipality (DC42),Female,45-49,25005,25468,25787,25981,26124,26168,26179,26207,26263,26336,26454,26583,26736,26879,27004
GT - Sedibeng District Municipality (DC42),Female,50-54,19429,20151,20897,21587,22215,22779,23278,23686,23995,24206,24314,24346,24379,24430,24518
GT - Sedibeng District Municipality (DC42),Female,55-59,15434,15793,16134,16546,17077,17697,18410,19164,19882,20521,21098,21587,21984,22284,22798
GT - Sedibeng District Municipality (DC42),Female,60-64,10992,11618,12266,12859,13365,13814,14195,14565,14997,15527,16153,16840,17547,18208,18928
GT - Sedibeng District Municipality (DC42),Female,65-69,7717,7997,8288,8642,9069,9571,10150,10747,11300,11788,12219,12585,12953,13386,13848
GT - Sedibeng District Municipality (DC42),Female,70-74,4788,5136,5481,5791,6062,6286,6500,6765,7116,7549,8062,8610,9130,9587,10176
GT - Sedibeng District Municipality (DC42),Female,75-79,2961,2919,2955,3091,3333,3674,3992,4254,4446,4569,4693,4852,5089,5427,5649
GT - Sedibeng District Municipality (DC42),Female,80+,2823,2923,3027,3135,3245,3332,3425,3526,3634,3751,3975,4205,4441,4687,4932
GT - West Rand DM (DC48),Male,0-4,38819,38437,37324,35709,33910,32244,31363,31279,31856,32732,33263,33618,33575,33257,33547
GT - West Rand DM (DC48),Male,5-9,32469,33479,34767,36035,36780,36887,36305,35059,33540,32365,31757,31443,31516,31830,31502
GT - West Rand DM (DC48),Male,10-14,30499,30605,30759,31123,31783,32661,33696,34808,35623,35717,35332,34435,33330,32398,31792
GT - West Rand DM (DC48),Male,15-19,27327,28554,29874,31100,31083,31676,31998,32013,31915,31951,32974,34263,35354,35821,36661
GT - West Rand DM (DC48),Male,20-24,33572,31864,30614,29825,30691,31292,32249,33581,35196,35599,35478,35340,35378,35747,35859
GT - West Rand DM (DC48),Male,25-29,41372,39675,38154,36876,35849,34557,33425,32520,31871,32920,33680,34764,36211,37954,39305
GT - West Rand DM (DC48),Male,30-34,43443,42308,41163,39977,38850,37828,36776,35709,34680,33770,32985,32279,31680,31216,30566
GT - West Rand DM (DC48),Male,35-39,43306,42378,41258,40062,38983,38159,37391,36625,35764,34800,33995,33195,32456,31784,31043
GT - West Rand DM (DC48),Male,40-44,39881,39869,39599,39144,38625,38128,37478,36674,35755,34805,34068,33408,32803,32174,31503
GT - West Rand DM (DC48),Male,45-49,30871,32180,33393,34377,35120,35545,35681,35600,35336,34895,34370,33718,33010,32299,31724
GT - West Rand DM (DC48),Male,50-54,20843,22019,23215,24436,25737,27149,28540,29798,30777,31407,31848,32012,31965,31754,31955
GT - West Rand DM (DC48),Male,55-59,13431,14215,15075,16022,17060,18198,19351,20521,21704,22883,24148,25411,26588,27557,28905
GT - West Rand DM (DC48),Male,60-64,8289,8779,9321,9918,10578,11306,12067,12878,13747,14669,15671,16719,17818,18961,20221
GT - West Rand DM (DC48),Male,65-69,4756,5006,5296,5622,5989,6414,6865,7347,7865,8425,9036,9696,10414,11203,12024
GT - West Rand DM (DC48),Male,70-74,2650,2717,2808,2928,3075,3254,3458,3691,3952,4241,4529,4862,5249,5695,6127
GT - West Rand DM (DC48),Male,75-79,1410,1417,1431,1449,1471,1503,1539,1588,1657,1749,1845,1951,2075,2224,2359
GT - West Rand DM (DC48),Male,80+,765,761,760,762,767,749,732,715,698,682,705,729,756,786,805
GT - West Rand DM (DC48),Female,0-4,40282,39601,38010,35785,33320,31078,29989,30022,30962,32304,33130,33604,33494,32973,33398
GT - West Rand DM (DC48),Female,5-9,33498,34654,36202,37744,38665,38698,37788,36015,33901,32269,31408,31026,31204,31736,31329
GT - West Rand DM (DC48),Female,10-14,30874,31108,31366,31845,32668,33820,35148,36540,37480,37487,36935,35723,34152,32759,31893
GT - West Rand DM (DC48),Female,15-19,29310,29826,30565,31354,31532,32040,32331,32411,32533,32881,33993,35424,36758,37457,38531
GT - West Rand DM (DC48),Female,20-24,35155,33747,32572,31767,31937,32037,32442,33142,34037,34360,34418,34450,34572,35019,35219
GT - West Rand DM (DC48),Female,25-29,38074,37440,36911,36411,35921,35131,34238,33372,32671,32894,33063,33559,34388,35450,36035
GT - West Rand DM (DC48),Female,30-34,37121,36688,36153,35605,35192,34934,34706,34429,34025,33509,33017,32443,31867,31377,30873
GT - West Rand DM (DC48),Female,35-39,32662,32965,33155,33186,33148,33037,32808,32514,32173,31795,31505,31308,31228,31120,30914
GT - West Rand DM (DC48),Female,40-44,27207,27534,27842,28166,28551,29007,29406,29668,29726,29605,29484,29301,29129,28950,28797
GT - West Rand DM (DC48),Female,45-49,21176,21913,22628,23282,23901,24438,24867,25242,25582,25870,26215,26543,26831,26997,27289
GT - West Rand DM (DC48),Female,50-54,15298,15885,16543,17249,18018,18861,19696,20474,21148,21692,22162,22563,22962,23368,23839
GT - West Rand DM (DC48),Female,55-59,11602,11876,12164,12528,13003,13604,14253,14932,15621,16309,17035,17784,18528,19223,20037
GT - West Rand DM (DC48),Female,60-64,7976,8427,8903,9357,9765,10167,10512,10842,11211,11647,12148,12706,13311,13953,14577
GT - West Rand DM (DC48),Female,65-69,5165,5394,5655,5961,6315,6739,7200,7665,8092,8468,8771,9050,9355,9726,10091
GT - West Rand DM (DC48),Female,70-74,3259,3375,3515,3674,3850,4057,4262,4495,4775,5100,5428,5804,6175,6512,6929
GT - West Rand DM (DC48),Female,75-79,2315,2272,2252,2259,2293,2444,2582,2694,2780,2845,2840,2869,2971,3169,3254
GT - West Rand DM (DC48),Female,80+,1878,1915,1960,2011,2066,2086,2107,2129,2153,2180,2131,2089,2052,2021,1996
GT - Ekurhuleni Metropolitan Municipality,Male,0-4,145663,143487,138876,132621,125776,119663,117306,118611,122855,128384,132676,135948,137271,137189,140268
GT - Ekurhuleni Metropolitan Municipality,Male,5-9,126765,130387,134773,138948,141276,141196,138344,132894,126540,121930,119980,119717,121489,124533,124166
GT - Ekurhuleni Metropolitan Municipality,Male,10-14,117895,118816,120033,121994,124782,128269,131920,135743,138397,138168,136197,131992,127031,123065,120219
GT - Ekurhuleni Metropolitan Municipality,Male,15-19,107706,112864,117918,122204,121552,125115,127553,128204,127642,127050,131798,137244,141227,142080,145181
GT - Ekurhuleni Metropolitan Municipality,Male,20-24,138979,132605,127942,125082,128886,130815,134207,139524,146474,148539,148048,147778,148586,150861,151758
GT - Ekurhuleni Metropolitan Municipality,Male,25-29,165722,162793,159537,156411,153738,149542,145431,141663,138517,142583,145732,150269,156337,163706,169275
GT - Ekurhuleni Metropolitan Municipality,Male,30-34,152967,155715,158004,159415,160115,159935,158668,156501,153855,151148,148351,145476,142766,140465,137931
GT - Ekurhuleni Metropolitan Municipality,Male,35-39,127538,130463,133225,135878,138840,142181,145488,148329,150066,150508,150459,149621,148324,146763,146113
GT - Ekurhuleni Metropolitan Municipality,Male,40-44,105585,107543,109587,111871,114646,117829,121082,124255,127186,129871,132699,135590,138351,140449,143264
GT - Ekurhuleni Metropolitan Municipality,Male,45-49,85643,88203,90693,93082,95595,98077,100439,102796,105191,107627,110337,113169,116084,118979,121946
GT - Ekurhuleni Metropolitan Municipality,Male,50-54,65778,68234,70787,73416,76232,79048,81828,84537,87090,89421,91509,93525,95672,98034,100383
GT - Ekurhuleni Metropolitan Municipality,Male,55-59,48536,50662,52851,55170,57678,60290,62856,65377,67835,70246,72664,75107,77565,79973,82650
GT - Ekurhuleni Metropolitan Municipality,Male,60-64,31643,33878,36214,38547,40849,43197,45407,47544,49661,51781,53953,56141,58348,60570,63024
GT - Ekurhuleni Metropolitan Municipality,Male,65-69,18463,19753,21209,22852,24681,26731,28874,31040,33142,35147,37022,38854,40706,42609,44806
GT - Ekurhuleni Metropolitan Municipality,Male,70-74,10093,10703,11431,12294,13293,14395,15566,16879,18357,19985,21597,23346,25139,26911,29052
GT - Ekurhuleni Metropolitan Municipality,Male,75-79,5314,5568,5853,6181,6574,7235,7868,8492,9137,9836,10506,11264,12197,13355,14409
GT - Ekurhuleni Metropolitan Municipality,Male,80+,3326,3549,3788,4044,4317,4814,5310,5806,6300,6797,7416,8046,8700,9388,10168
GT - Ekurhuleni Metropolitan Municipality,Female,0-4,139821,137829,133900,128705,123124,118149,116448,117911,121954,127160,131162,134291,135624,135752,138708
GT - Ekurhuleni Metropolitan Municipality,Female,5-9,124463,127353,131005,134478,136380,136396,134025,129498,124279,120641,119149,119147,120913,123864,123804
GT - Ekurhuleni Metropolitan Municipality,Female,10-14,115723,116993,118351,120202,122557,125749,128957,132296,134526,134315,132692,129189,124915,121453,119004
GT - Ekurhuleni Metropolitan Municipality,Female,15-19,111182,113965,116775,119202,119161,122247,124559,125503,125635,125762,129571,133832,137053,137822,140410
GT - Ekurhuleni Metropolitan Municipality,Female,20-24,134449,130733,128057,126553,128240,128901,130614,133650,137795,139764,139974,140381,141336,143353,144493
GT - Ekurhuleni Metropolitan Municipality,Female,25-29,148296,147084,145760,144611,143902,141898,139835,137948,136484,138575,139736,141977,145404,149801,152621
GT - Ekurhuleni Metropolitan Municipality,Female,30-34,133402,135678,137748,139280,140493,141147,141274,140945,140321,139644,138662,137494,136372,135432,134475
GT - Ekurhuleni Metropolitan Municipality,Female,35-39,112449,114417,116192,117877,119944,122327,124880,127317,129129,130110,130786,131182,131592,131804,132346
GT - Ekurhuleni Metropolitan Municipality,Female,40-44,95757,96866,98014,99385,101150,103156,105188,107138,108953,110717,112615,114799,117243,119379,121581
GT - Ekurhuleni Metropolitan Municipality,Female,45-49,78632,81117,83440,85500,87444,89003,90317,91597,92952,94386,95982,97701,99576,101460,103254
GT - Ekurhuleni Metropolitan Municipality,Female,50-54,60353,62598,65050,67613,70333,72994,75611,78043,80152,81876,83180,84278,85466,86844,88248
GT - Ekurhuleni Metropolitan Municipality,Female,55-59,47332,48779,50216,51883,53924,56136,58485,60914,63335,65712,68116,70503,72795,74862,77408
GT - Ekurhuleni Metropolitan Municipality,Female,60-64,32078,34397,36874,39238,41355,43261,44890,46398,47995,49790,51846,54036,56325,58647,61046
GT - Ekurhuleni Metropolitan Municipality,Female,65-69,21449,22391,23470,24829,26512,28494,30759,33085,35241,37144,38882,40425,41969,43674,45589
GT - Ekurhuleni Metropolitan Municipality,Female,70-74,13742,14543,15402,16263,17124,17889,18625,19570,20856,22474,24474,26668,28801,30735,33215
GT - Ekurhuleni Metropolitan Municipality,Female,75-79,8925,8925,9097,9475,10069,11072,11978,12673,13121,13347,13717,14242,15108,16419,17176
GT - Ekurhuleni Metropolitan Municipality,Female,80+,7640,8014,8413,8834,9273,9682,10096,10521,10960,11418,12131,12867,13633,14441,15260
GT - City of Johannesburg Metropolitan Municipality,Male,0-4,176400,181577,185655,189145,192690,194425,196968,200659,205572,211156,215109,220116,224824,229595,234728
GT - City of Johannesburg Metropolitan Municipality,Male,5-9,144642,150749,157948,165553,172301,177950,182498,185907,188995,193025,197419,201354,205456,209873,214317
GT - City of Johannesburg Metropolitan Municipality,Male,10-14,133242,135092,137290,140395,144466,150020,155886,162448,168938,174075,179066,182703,186259,190420,195036
GT - City of Johannesburg Metropolitan Municipality,Male,15-19,126162,132158,138119,142965,141742,147226,151370,153251,153517,153727,161910,170449,177238,181173,187310
